end_point,longitude,latitude
P000030638,118.474184,34.993638
P000020962,118.49451,34.974972
P000019833,118.470734,34.984099
P000019008,118.455674,35.026148
P000008511,118.441005,35.016522
P000044828,118.442951,35.017607
P000014420,118.474184,34.993638
P000044880,118.432372,35.039266
P000020807,118.44732,34.956209
P000027572,118.444809,34.949261
P000044914,118.432556,35.032085
P000045042,118.429951,35.052744
P000044774,118.454916,35.040238
P000027115,118.434298,35.053858
P000030121,118.437122,35.056648
P000028405,118.455674,35.026148
P000030366,118.432581,35.042916
P000030318,118.455674,35.026148
P000018499,118.431682,35.027022
P000030638,118.455674,35.026148
P000030447,118.455716,35.036964
P000030308,118.432372,35.039266
P000009422,118.428167,35.05292
P000031448,118.432372,35.039266
P000026203,118.455674,35.026148
P000030631,118.440656,35.018381
P000020613,118.433427,35.051381
P000031071,118.455674,35.026148
P000032117,118.484856,34.975083
P000018555,119.317331,34.723567
P000018362,120.164103,36.054937
P000020875,118.484856,34.975083
P000045021,118.432372,35.039266
P000018938,118.432726,35.045219
P000019967,118.474184,34.993638
P000003157,118.421788,35.117203
P000030155,118.455674,35.026148
P000021110,118.455674,35.026148
P000023413,118.291318,34.935048
P000033462,118.455716,35.036964
P000016492,118.733191,35.533045
P000015184,118.808816,35.19799
P000021053,118.433427,35.051381
P000017946,118.432556,35.032085
P000022536,118.433417,35.051625
P000030662,118.44865,35.017126
P000045198,118.428167,35.05292
P000000756,118.473985,34.998247
P000015740,118.421788,35.117203
P000008540,118.474184,34.993638
P000014378,118.474184,34.993638
PS10001276,118.440656,35.018381
P000000727,119.374416,35.102057
P000047319,119.374416,35.102057
P000029548,118.504079,31.763313
P000018574,117.285951,31.943954
P000030365,117.285951,31.943954
P000030539,118.433151,31.502224
P000028437,118.6101,31.138466
P000018204,120.199577,36.035815
P000029119,118.473985,34.998247
P000018976,120.053269,36.278312
P000001020,120.00604,36.322056
P000019968,118.99521012222225,36.713968322222215
P000019973,121.06446150874996,37.678467854999965
P000020059,118.52281386538462,35.14822558076922
P000020062,119.54873168604648,35.55760120775197
P000020126,119.3505782103603,36.0256011112613
P000022980,119.53537263214288,35.981579075
P000022982,118.2738012869565,35.2268860326087
P000023041,120.1987148276596,36.04448964893617
P000023049,118.99521012222225,36.713968322222215
P000026047,119.51994284166668,35.34417504761905
P000026077,119.35756745294115,35.20025924705882
P000026102,118.2606982636364,37.04077098636365
P000026230,120.01070475806448,35.90074973225808
P000026277,118.52281386538462,35.14822558076922
P000026331,118.81410752575763,35.63160492424244
P000026341,118.43020667333332,35.052086066666675
P000026347,119.08834261838231,35.1299963102941
P000026395,118.22834597888884,34.91827898444444
P000026428,119.96478774567896,36.33374972098769
P000026435,120.35517950000003,36.27837136875
P000026476,118.48619994321002,35.23759857407404
P000026578,120.86803412758636,37.39654465603444
P000026594,119.32952757446824,36.45596565815601
P000026613,119.5090191480768,35.53358693653849
P000026614,118.42692271250006,35.029801618749985
P000026623,120.34625414769222,36.29390288153847
P000026638,116.39336650845068,37.48540555774652
P000026644,119.46708090357158,35.350284026190444
P000026678,119.34954177999995,35.18816180666666
P000026679,119.93310093065313,35.90493757185931
P000026767,118.43020667333332,35.052086066666675
P000026805,119.79482450162598,35.70840468455288
P000026813,119.73869688928566,36.417462203571446
P000026831,119.67799847042244,37.0530174422536
P000026864,118.42660244482762,35.032665141379304
P000026874,120.26570988532843,36.35871795559848
P000026900,118.47198390666662,35.59645960333332
P000026928,118.46993684000002,34.95042029777775
P000026929,119.50239054850736,35.50335355298499
P000026939,119.31701834729706,35.15064888243235
P000027026,120.35048858871836,36.290242913333415
P000027050,119.9880677890173,36.2164344924856
P000027092,118.53705000000006,35.4353110923077
P000027106,119.34599717307694,36.023073451923075
P000027117,118.81038799042548,35.15904587925532
P000027169,119.30580956756758,35.176547221621604
P000027277,119.35756745294115,35.20025924705882
P000027278,118.72956479454542,35.537490194545455
P000027297,116.75117722000002,35.579623240000004
P000027309,118.43476175333332,35.01652882
P000027321,121.21844121034478,37.470228320689664
P000027437,118.71722553636369,35.13061830727278
P000027549,115.99570370350864,35.57521780350877
P000027582,120.14561209514557,35.99617429805822
P000027695,119.351149676389,36.027578223611066
P000027805,118.54860495373146,37.04490337611941
P000027853,120.35431145,36.28987476428572
P000027880,118.42942732857144,35.04934534285716
P000027915,119.50962944761903,35.55121333333333
P000027932,119.39391109836065,36.1048776704918
P000027935,117.04899644666668,36.075500228888885
P000028064,119.39657206301376,35.42762646986301
P000028075,120.0492222829268,36.0344369097561
P000028083,118.44440210851066,35.388616153191485
P000028091,119.92841374615384,36.257071139743566
P000028097,120.32903196810832,36.26870986702698
P000028123,119.29318470707966,35.17968187610618
P000028148,116.14841282727268,36.35875000454546
P000028150,118.42407354262296,35.029759675409856
P000028171,118.43476175333332,35.01652882
P000028255,119.97645173589748,36.027833283974374
P000028258,120.32903196810832,36.26870986702698
P000028288,119.30580956756758,35.176547221621604
P000028313,120.01543923235305,36.20489545
P000028331,119.39657206301376,35.42762646986301
P000028419,119.34599717307694,36.023073451923075
P000028498,119.94978875394725,36.279546594736864
P000028598,116.81134208823532,35.320035813725504
P000028686,117.04981605833336,36.07193661249999
P000028714,119.31701834729706,35.15064888243235
P000028789,118.43020667333332,35.052086066666675
P000028874,120.08068223966278,36.09408453459909
P000028936,120.20698323571436,36.25824466428572
P000028944,118.43020667333332,35.052086066666675
P000028954,117.06261687517257,36.07985580482757
P000028971,120.35048858871836,36.290242913333415
P000029053,118.42692271250006,35.029801618749985
P000029122,119.30580956756758,35.176547221621604
P000029192,119.44942291578946,35.36255685263158
P000029264,121.29604308550728,37.463192976811605
P000029312,118.46837971666665,34.95848659791671
P000029319,119.056915690476,35.16495041156465
P000029349,118.4298351016668,35.12694575500008
P000029379,119.99948202647062,35.90297585294118
P000029413,118.46903670000026,34.993868300000024
P000029439,120.26570988532843,36.35871795559848
P000029450,119.5090191480768,35.53358693653849
P000029470,118.8372066999996,35.630416699999905
P000029514,119.35756745294115,35.20025924705882
P000029523,119.3505782103603,36.0256011112613
P000029616,119.278127175,35.164589792857136
P000029707,119.70603738251752,37.05002366573427
P000029729,118.26170580363636,37.04902349272722
P000029734,121.21844121034478,37.470228320689664
P000029737,118.24965035714284,37.059239282142855
P000029772,120.08382720769228,36.15230195384616
P000029812,119.44942291578946,35.36255685263158
P000029878,118.56462739387742,34.97065199234697
P000029905,116.14841282727268,36.35875000454546
P000029912,118.99521012222225,36.713968322222215
P000029948,118.46903670000026,34.993868300000024
P000029988,120.01070475806448,35.90074973225808
P000030023,120.32903196810832,36.26870986702698
P000030078,118.4365711373738,35.018503589898984
P000030099,117.07862759999996,36.07562963199999
P000030106,117.05896426756756,36.071960372973
P000030152,118.4365711373738,35.018503589898984
P000030167,119.37682509230768,35.9725151153846
P000030169,118.26491769722227,37.06764929444443
P000030239,120.33891765272703,36.30234439878792
P000030272,120.6663853593306,36.94995235263146
P000030286,118.42597821607156,35.04402116071432
P000030297,118.98660558160928,36.70917842298852
P000030305,118.23713187857147,35.76816798214286
P000030376,118.17405487500004,36.83841856250001
P000030417,118.24965035714284,37.059239282142855
P000030466,117.07036488965514,36.07843719310345
P000030525,119.39391109836065,36.1048776704918
P000030537,118.26178656875,37.0472149
P000030562,120.16545534161877,36.04714798150295
P000030589,119.4226385166666,35.38443347222224
P000030682,119.9520631883333,36.281485359999984
P000030694,118.44385125000002,35.02006572045453
P000030718,118.44440210851066,35.388616153191485
P000026853,119.9520631883333,36.281485359999984
P000002251,119.95248030909096,36.28185349772725
P000016731,119.9527976963636,36.281507965454544
P000020883,119.9530116016659,36.282418552916575
P000047275,119.95280187777786,36.282473167901216
P000022870,121.29604308550728,37.463192976811605
P000014437,121.2969287926316,37.46289742421058
P000022479,121.29591232928188,37.463494435359046
P000022304,121.29578710854726,37.462620530769264
P000010080,121.29714153333336,37.46271197333333
P000026894,121.29717746605284,37.46240304331094
P000034483,121.29668179333332,37.46278932666667
P000036660,121.2971248951491,37.46471917824344
P000020971,121.2972975682923,37.46443456707325
P000014475,119.96457065925912,36.33356291666666
PS10001629,119.96440898241757,36.33357950769228
P000005367,119.96510527692308,36.33160514615384
P000001432,119.96438456111116,36.33366129259258
P000003383,119.96455264834408,36.33327767152316
P000047051,119.96441652999997,36.33337443500002
P000002768,119.964505335,36.33350043500001
P000021159,119.96463348999994,36.33289118571432
P000002491,119.96475843245568,36.33451809999997
P000027509,119.96449292926836,36.33316659024391
P000025824,119.9641778590909,36.33345589318185
P000000807,119.9644149227273,36.33373674318184
P000029855,119.96444160909093,36.33398212272727
P000005746,119.96489734444442,36.33328945555556
P000037993,119.96467329999996,36.33051
P000014453,119.96484866800007,36.3293777
P000016081,119.96659693132528,36.32955090602411
P000019036,119.66009924499994,35.62771196333334
P000018840,119.66011313448284,35.62787008620692
P000029066,119.66013616590912,35.62782283181821
P000037001,119.66015484285715,35.62766712285716
P000029074,118.4685000918367,35.593779379591844
P000016986,118.46858355000008,35.59373512142855
P000019258,118.46774966558444,35.59185127662338
P000014334,119.50962944761903,35.55121333333333
P000045423,119.5113818710145,35.551431263768144
P000014525,119.50960212499996,35.55125268749998
P000022712,119.50947409195858,35.551296954557124
P000018422,119.5105932947208,35.55125432204978
P000020085,119.5101075,35.55129225256409
P000014268,119.5100346373627,35.551319597802205
P000020393,119.50939000813936,35.55117684186046
P000045595,119.50944926206896,35.55123771379309
P000025619,119.5100016809524,35.55121635238096
P000045534,119.51013083571426,35.551255478571434
P000029279,119.50940946046516,35.55115825813953
P000029785,119.51107532307694,35.550787696153854
P000036326,119.50951138235295,35.551247827450986
P000037207,119.51049948846152,35.551174361538486
P000023348,118.42785477407412,35.04648724444443
P000023153,118.4279535207987,35.04506751447975
P000014319,118.42754989285712,35.0477331
P000023167,118.42706666521735,35.04295406086956
P000019629,118.4279084822034,35.04742293898305
P000013169,118.42744324375,35.04568554375
P000012708,118.42792500459778,35.047261901149376
P000016530,118.4266063098902,35.04277572197804
P000016732,118.42800247083343,35.04786676527781
P000014307,118.4275264,35.04261564117646
P000015256,118.42839205636356,35.04699348545456
P000019011,118.42843006249996,35.04668409375001
P000000605,118.42800847297327,35.045103309729654
P000022513,118.4279070170731,35.04761654878051
P000014538,118.42839812540326,35.045117097580615
P000019419,118.42740203235294,35.04508054411764
P000023726,118.426553092727,35.04279026545449
P000019699,118.42576978604644,35.0425894
P000017657,118.42747114838714,35.04639817741936
P000023926,118.42520756266669,35.04272232933332
P000016395,118.4259381310345,35.0425559310345
P000003483,118.42812706744206,35.047071668992245
P000020821,118.42833030949376,35.04502649177222
P000024372,118.42903595641016,35.04508287307694
P000021102,118.42828185365852,35.046539692682934
P000013790,118.42733483333336,35.04560822380953
P000003199,118.42867825833332,35.04713633749999
P000004493,118.4278142577465,35.04572386338029
P000013865,118.42644844062497,35.04301713750001
P000010628,118.42595680333336,35.042623133333336
P000027011,118.42896030408166,35.04480841020409
PS10001079,118.4285557545454,35.04513378939395
P000027071,118.42621491428572,35.04317703766235
P000029378,118.42657524594588,35.04568578648649
P000029895,118.42612358627451,35.04270950392156
P000029188,118.42771935686277,35.04583447843137
P000029969,118.42809221081085,35.0450671054054
P000030494,118.42768124166668,35.04368639166666
P000001132,118.42720867608696,35.04293287391304
P000035537,118.42884388518512,35.04699613333332
P000035532,118.42912941967218,35.04491127377051
P000036538,118.42567900555552,35.0424799074074
P000036886,118.42487033164544,35.04236982563292
P000016914,118.42429492702708,35.045717359459445
P000045009,118.42396755156264,35.045743520312534
P000007570,118.42374076956528,35.04619720000002
P000004354,118.42471472812498,35.046511306250004
P000045200,118.42370355250004,35.0458333875
P000022287,118.4240741795455,35.04615358181821
P000022345,118.42383317342453,35.04578262465757
P000044787,118.42459392448976,35.04636289999999
P000023055,118.42448149999998,35.0457812162162
P000013085,118.42349016739284,35.04583786187344
P000020392,118.42432383025984,35.04577403853428
P000010024,118.47175354444448,34.97519438333333
P000007964,118.47170449777776,34.97530680666667
P000010588,118.4716704545455,34.97555164848483
P000029554,118.47162424000008,34.975428736666686
P000014285,118.4716934934782,34.975401182608664
P000029960,118.4716576351351,34.97527087567567
P000024750,118.47225642857144,34.973514614285705
P000007077,118.47277045811768,34.972899508941154
P000045512,119.30946905246915,35.17695740987659
P000025733,119.30992268314606,35.17680055056176
P000030033,119.31052186249995,35.17658534000002
P000022718,119.3103408777777,35.18139870740736
P000023315,119.31106250972228,35.17830557916668
P000007125,119.31095456835442,35.177643987341725
P000009149,119.3108812893338,35.17764764399997
P000006468,119.36716461571432,35.10231067142855
P000030040,119.36630651111112,35.09754611111111
P000020706,117.20689259179086,36.73467252388052
P000015720,117.2081306435898,36.7347966794872
P000015120,117.2075227041667,36.73462238333334
P000030179,117.20746111111112,36.73464212777778
P000019549,120.14658457910484,36.06758826610864
P000029217,120.14613648888889,36.067120744444445
P000034050,120.1458903473684,36.06707466052633
P000045055,118.42989899411756,35.053985120588216
P000044498,118.4301675425532,35.05374596595742
P000034884,118.43022826923072,35.0538980423077
P000014262,118.60626294893616,35.23803894680852
P000035670,118.60575481176474,35.23810031764706
P000036258,118.60624438145167,35.23785162419353
P000024683,118.6064048968253,35.23867804920632
P000019420,120.28322975,36.36308751
P000027080,120.28267218039193,36.36331140196078
P000036290,120.28320982765962,36.36287743829788
P000001436,120.3394388488372,36.29117075813952
P000004379,120.33938938152988,36.29029739894476
P000016749,120.33942901590916,36.29037962727275
P000033529,120.33938731627914,36.29070128255815
P000020427,117.04972779166664,36.07967510277778
P000015425,117.0503015444444,36.079512903703694
P000007738,117.0499709719298,36.07963330701753
P000004516,117.04952590942774,36.07972737643115
P000023284,117.0490425068374,36.07972776923075
P000015771,117.04755444266657,36.07984266799999
P000036628,117.0475494985507,36.07988326014497
P000019462,118.9101812851064,35.719644904255325
P000022300,118.91641281636954,35.72406524473239
P000021031,118.91435560980392,35.72313217843135
P000029839,118.9102882134616,35.71984987692311
P000029837,118.90960483857144,35.71996586
P000029886,118.90956908499996,35.720082770833265
P000029887,118.9104052183908,35.719914918390806
P000030237,118.90972761443282,35.719295004639186
P000030603,118.91454922666668,35.72362867333334
P000033972,118.91543436551726,35.724143396551725
P000035697,118.9088493234843,35.71890334338215
P000036925,118.9099921314286,35.72003188190477
P000018494,119.45872038484843,35.33073288484849
P000012504,119.45867151470593,35.33133490882353
P000023204,119.45902525210076,35.33109784453782
P000017766,119.45878765238096,35.33139535476194
P000012776,119.45881656321212,35.330128858549074
P000020769,119.45877233291132,35.331213210126634
P000012572,119.45931528135576,35.33165261440672
P000015379,119.45883133043482,35.331379867391284
P000019955,119.45920745083338,35.331627488333275
P000037082,119.45802582239573,35.33167159322918
P000016412,119.45927038846146,35.33355026153845
P000016486,119.45933943235296,35.333629658823526
P000016428,119.4600718,35.33396442954545
P000013945,119.45813800098033,35.33300004117648
P000035557,119.4592988819445,35.333567122222235
P000044399,118.8535062687501,36.8407683260417
P000022230,118.43020667333332,35.052086066666675
P000023214,118.43031945806456,35.052089096774175
P000022921,118.43061730531925,35.05209914148944
P000018626,118.43071119047632,35.05201928571434
P000026000,118.43054731428565,35.05210745357143
P000018326,118.4336464096774,35.0503212580645
P000016590,118.433020825,35.05046066666664
P000044676,118.4328908666667,35.05088561851852
P000035290,118.43336618035714,35.05020174999998
P000044966,122.37118430952374,36.93534370952382
P000024402,117.13040108823527,36.08773050588235
P000015639,117.13051713600002,36.08761326399999
P000021123,117.13035197058822,36.08766373529412
P000045492,117.13070264166667,36.087575327777785
P000045821,119.43318986771656,35.99130515590551
P000007039,119.43303511739148,35.99125963913048
P000003380,118.98909985384611,36.714583184615385
P000044307,118.988993032,36.714395662
P000016543,118.98953048400004,36.714256272000014
P000016225,118.98951191272724,36.71453882363636
P000000660,118.98948825999996,36.71453203333336
P000003363,118.98921135694444,36.715003845833294
P000046003,118.98896311739132,36.71430224782608
P000006327,118.98955522786883,36.714177440983605
P000027436,118.98946404233592,36.71415269708027
P000014494,118.989915735878,36.71536291297718
P000030112,118.99021221730774,36.71577621923072
P000019261,119.06280195263162,36.76773474736842
P000003334,119.0631727767858,36.7677214227678
PS10001436,119.06412568953463,36.767547343604654
P000019199,118.60798846742448,34.90853986666659
P000020859,118.6078079193547,34.90843822741929
P000020442,118.6072694113208,34.908197269811346
P000017985,118.607414519192,34.90829236868682
P000019151,118.60770528598113,34.908227908411206
P000014771,119.351149676389,36.027578223611066
P000045834,119.35131272016822,36.02683219159657
P000020464,119.35086572105264,36.02759756842106
P000002682,119.3509045814815,36.02737364444444
P000019200,119.35145131807256,36.02739110481921
P000019870,119.3509114423076,36.02760038461534
P000003327,119.35113416842104,36.0274664649123
P000045746,119.35139757164174,36.0267324865672
P000046434,119.35131152424236,36.02704829999997
P000046011,119.35122684821424,36.02721535624999
P000020647,119.35126439772736,36.02719819772728
P000001416,119.35076314999988,36.027616857272704
P000000999,119.35096505588233,36.02741300882353
P000004836,119.35109366451604,36.02726936774192
P000033785,119.35142554430358,36.02678036202536
P000011018,119.35139256964293,36.027020330952375
P000001323,119.35106191500032,36.027721792
P000044301,119.3517599878049,36.02547521463416
P000019534,119.35174545576923,36.02535595384616
P000018056,121.2974301490906,37.55135945727265
P000019774,121.29742723484408,37.551363712195176
P000016617,121.29658601657634,37.551538806077644
P000022050,121.29717571272712,37.5514180018182
P000020573,121.29648657796608,37.551716449152536
P000020855,116.10728992916668,35.703866350000006
P000044805,118.48906125,34.975746507692286
P000044952,118.48954775368423,34.97734879157898
P000014342,118.48959341718744,34.97722938437501
P000012292,118.48995614000005,34.97870741857139
P000025857,118.489585572973,34.97824858918918
P000026391,118.48837043913043,34.97549109130434
P000020383,118.48897425,34.976586023999985
P000001799,118.48947169166668,34.97802599999999
P000032241,118.4878327347826,34.97848087391303
P000034640,118.48883386494832,34.97589419278351
P000035743,118.48934881842104,34.9769349131579
P000035272,118.48941794197532,34.97631333580247
P000036058,118.48954813249988,34.97736773874998
P000036296,118.48906469000002,34.976400969999986
P000036313,118.48957722777774,34.97836549444444
P000036646,118.48951487934782,34.977223710869566
P000036766,118.48959004680854,34.97869394042553
PS10001237,118.48951246,34.977974806666644
P000037698,118.48957875957448,34.97897507021278
P000037822,118.4895717833334,34.97951086190478
P000038006,118.48956218695652,34.97853624347827
P000022608,119.9240105382716,36.22097749135801
P000013527,119.51644375666656,35.331854166000035
P000022698,119.51648510270265,35.3318862027027
P000017180,119.51740316923072,35.33241849230768
P000020687,119.51741250222234,35.33256875333339
P000018346,119.5173516134022,35.332621752577275
P000018839,119.51657875047614,35.33206005809518
P000022619,119.5174083583333,35.33276001666668
P000022640,119.51655926811613,35.33186574927528
P000028771,119.51661002246394,35.33182571231887
P000015093,119.51655768061993,35.32957519767436
P000013455,118.80873092258064,35.56823339032258
P000045291,116.6746206432,35.40796927719997
P000023385,116.67518274020064,35.40811029170852
P000020293,119.11813449999998,35.19290956551725
P000018636,119.11780766825396,35.19302695238095
P000011198,119.11813918749996,35.19348520277779
P000026769,119.11787437741935,35.19354384193549
P000024713,117.72513148514832,36.93142011980196
P000007858,119.37451762258073,36.03505945483872
P000019956,119.37400672222242,36.03508087017536
P000015649,119.37363074516134,36.034966845161286
P000008566,119.37441185087724,36.035042291228095
P000016503,119.98266039107138,36.32334006428571
P000017247,122.16327989871796,37.01037575128208
P000012744,116.6206119737375,35.40653607878792
P000006491,116.62094607152342,35.40667672384103
P000014474,119.722101955524,35.70733497592086
P000013813,119.72210260000006,35.707058251034574
P000017907,119.72212141666652,35.70702398787882
P000018953,119.39790173222252,35.161392778888775
P000024134,119.39831222391308,35.1615300673913
P000003226,119.40022115697676,35.16379065465116
P000022793,119.4012636173913,35.163855418840576
P000018251,119.40004446842116,35.16434148947372
P000019352,119.40005543780492,35.16437878048779
P000022646,119.40317074827578,35.16153997241381
P000014291,119.40108665098036,35.163700480392144
P000005906,119.40266372653063,35.1633601428571
P000025444,119.40058552812498,35.16347356249999
P000026620,119.4010673633666,35.16373477128714
P000004279,119.4009998000001,35.163935950666655
P000014509,119.40342443623184,35.161652518840576
P000003412,119.40030237407407,35.164432781481494
P000022311,119.40285916739118,35.16327590000001
P000026781,119.399144175,35.1644045625
P000016251,119.4029110774194,35.16344694838708
P000028197,119.40045703333332,35.16291019999999
P000015012,119.4010447282051,35.16447878461539
P000030141,119.39927695428582,35.16446282857145
P000045165,118.42453910185198,35.05232659999999
P000019903,118.42570634390243,35.05216746829268
P000018456,118.43659541066673,35.10573934133331
P000014488,118.43654548659376,35.1057284621978
P000023384,118.43664571811014,35.10574325118108
P000023412,118.4366292783132,35.105776989156595
P000015651,118.43690696750002,35.10500379749999
P000022327,118.43666721755736,35.10581782519084
P000018443,118.43664387547165,35.105757214465434
P000025263,118.43653436953107,35.10577081406248
P000017760,119.78313673510632,35.607776237234006
P000026750,119.7831642263158,35.60781136929822
P000017891,118.73261042068974,34.92162372413795
P000024745,118.73304907999996,34.92162078846153
P000017801,118.4402440229508,35.158221971311484
P000018586,118.44031990588236,35.15836745294117
P000005184,118.43995973000006,35.15826134
P000029386,118.44082926363636,35.158231057575755
P000025887,118.44041313243244,35.15833914594591
P000036070,118.44006431428576,35.158295632653044
P000044750,118.41949856441482,37.08504795120837
P000009450,118.41962631926214,37.08505049467216
P000015348,120.28864737865116,36.33165025786545
P000023930,120.28870714166108,36.331919548386736
P000027181,120.2887218177168,36.33210629881899
P000006260,120.28859935084743,36.33147807966098
P000015068,120.2884552321243,36.33176124248704
P000037964,120.28851631020412,36.33167947142857
P000014438,120.28882031073483,36.333282504519744
P000019010,120.2885755665047,36.33337035631065
P000022755,120.28944520986568,36.33328863408077
P000001426,120.289369765056,36.333284475464666
P000015002,119.95802883809516,36.35037956984124
P000017340,120.08382720769228,36.15230195384616
P000016603,120.08379956000005,36.15268125333333
P000025756,116.20117236852488,36.847020489508175
P000026654,116.20152183137252,36.84684197843137
